"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"SAS_","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club/entrant/13715512"">SAS_</a>","There was 50 matches for the string SAS_","There was 50 matches","System.Object[]","1","System.Object[]","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/2942077"">Valdemar1902</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club/entrant/13736871"">Valdemar1902</a>","2015","16","1996","24","2059","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/6971273"">M7</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club/entrant/13742474"">M7</a>",,,"1652","186","136","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/585764"">DivineDFP</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club/entrant/13751531"">DivineDFP</a>","1938","21","1940","38","1263","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/8185877"">PCS VanDerDorf</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club/entrant/13748531"">PCS VanDerDorf</a>","1574","189","1631","257","829","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-43/event/the-warchief-club"">The Warchief Club</a>"
