"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12434854"">Baltune</a>","There was 0 matches for the string Baltune","There was 0 matches","1734","119","125","<a href=""https://aoe4world.com/players/4583101"">Baltune</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12444686"">GG.simtom</a>","There was 0 matches for the string GG.simtom","There was 0 matches","1703 (from 01/02/2023 09:54:15)","135","65","<a href=""https://aoe4world.com/players/121769"">GG.simtom</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12443860"">XFactorLive</a>","There was 0 matches for the string XFactorLive","There was 0 matches","1709","141","594","<a href=""https://aoe4world.com/players/5824459"">XFactorLive</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12411982"">Donato</a>","1505","124","1694","151","336","<a href=""https://aoe4world.com/players/8478599"">Donato</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12448162"">GiveUAnxiety</a>","1604","75","1690","157","1767","<a href=""https://aoe4world.com/players/3553830"">GiveUAnxiety</a>","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12444767"">VerteX</a>","1582","83","1652","190","1017","<a href=""https://aoe4world.com/players/1062281"">VerteX</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12447326"">Pacomike</a>","1581","84","1637","212","1054","<a href=""https://aoe4world.com/players/6960007"">Pacomike</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12442396"">Shellbee</a>","1696","41","1603 (from 01/02/2023 09:54:15)","224","689","<a href=""https://aoe4world.com/players/6514515"">Shellbee</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12445006"">Holy | OrLuc72</a>","1509","121","1588","281","852","<a href=""https://aoe4world.com/players/8885686"">OrLuc72</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12445885"">VES | Dragevann</a>","1473","152","1560","347","296","<a href=""https://aoe4world.com/players/4071458"">Dragevann</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12414922"">M7</a>","1427","197","1554","370","123","<a href=""https://aoe4world.com/players/6971273"">M7</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12445601"">OpDVlaM</a>","1215","838","1493","586","383","<a href=""https://aoe4world.com/players/8463481"">OpDVlaM</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12445526"">Holy | SymbioseLegend</a>","There was 0 matches for the string SymbioseLegend","There was 0 matches","1463","751","786","<a href=""https://aoe4world.com/players/7046302"">SymbioseLegend</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12427156"">Muhodo</a>","1038","2344","1455","806","112","<a href=""https://aoe4world.com/players/10999320"">Muhodo</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12425196"">EZ | MID</a>","1132","1384","1369","1377","226","<a href=""https://aoe4world.com/players/8216671"">MID</a>","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12447050"">antihero3mio der VIII</a>","1175","1101","1332 (from 01/02/2023 09:54:15)","1493","314","<a href=""https://aoe4world.com/players/7601016"">antihero3mio der VIII</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club/entrant/12446143"">Sci | Cow</a>","There was 0 matches for the string Cow","There was 0 matches","1289","2296","81","<a href=""https://aoe4world.com/players/5598156"">Cow</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-22/event/the-warchief-club"">The Warchief Club</a>"
