"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18674173"">Drum</a>","There was 50 matches for the string Drum","There was 50 matches","System.Object[]","1","System.Object[]","<a href=""https://aoe4world.com/players/8375434"">Drum</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18656840"">Trakor</a>","1730","107","1778","171","2217","<a href=""https://aoe4world.com/players/1712108"">PSR.Trakor</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18674076"">kjj</a>","1814","65","1858","85","1305","<a href=""https://aoe4world.com/players/11628131"">kjj</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18672596"">Warsp1te</a>",,,"1818","121","923","<a href=""https://aoe4world.com/players/5075657"">Warsp1te</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18665787"">Scatterbrained</a>","1640","188","1747","220","714","<a href=""https://aoe4world.com/players/8130680"">Scatterbrained</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18655233"">KnockKnock</a>","1629","198","1710","300","1616","<a href=""https://aoe4world.com/players/570060"">KnockKnock</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18681324"">Ezra123</a>","1617","217","1700","331","1963","<a href=""https://aoe4world.com/players/9014000"">Ezra123</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18671079"">edenov01</a>","There was 1 matches for the string edenov01","There was 1 matches","1682","398","2735","<a href=""https://aoe4world.com/players/217881"">edenov01</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18681512"">Vegeta</a>","1500","470","1546","1665","928","<a href=""https://aoe4world.com/players/11636485"">Vegeta</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18658105"">Realt1ger</a>","1502","464","1544","1703","1512","<a href=""https://aoe4world.com/players/18504557"">Realt1ger</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18674852"">JhAsh</a>","1522","404","1524","2194","1686","<a href=""https://aoe4world.com/players/9804358"">JhAsh</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club/entrant/18681114"">Synthexor</a>","1338","1569","1404","5496","1122","<a href=""https://aoe4world.com/players/4780787"">Synthexor</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-104/event/the-warchief-club"">The Warchief Club</a>"
