"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14638986"">NyanRacingCat</a>",,,"1705","","67","<a href=""https://aoe4world.com/players/6880143"">NyanRacingCat</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14635410"">LM_Dicynator (Tarlanors)</a>","There was 0 matches for the string LM_Dicynator (Tarlanors)","There was 0 matches","System.Object[]","1","System.Object[]","LM_Dicynator (Tarlanors)","TWC Play-Ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14649647"">Jean Mari</a>","There was 2 matches for the string Jean Mari","There was 2 matches","System.Object[]","1","System.Object[]","Jean Mari","TWC Play-Ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14639074"">Numudan</a>","2045","29","2032","27","1005","<a href=""https://aoe4world.com/players/9298419"">Numudan</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14648997"">Myriad</a>","1903","64","1905","74","1183","<a href=""https://aoe4world.com/players/769187"">Myriad</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14649238"">VanDerDorf</a>","1765","119","1785","162","922","<a href=""https://aoe4world.com/players/8185877"">VanDerDorf</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14647976"">M7</a>","1604","277","1683","304","255","<a href=""https://aoe4world.com/players/6971273"">M7</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14618276"">Naheulbeuk</a>","1465","574","1664","352","106","<a href=""https://aoe4world.com/players/1335313"">Naheulbeuk</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14641403"">HOMS | BeastyBeauty</a>","1741","139","1661","365","238","<a href=""https://aoe4world.com/players/15136051"">BeastyBeauty</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14637289"">Ety</a>","1589","305","1641","428","775","<a href=""https://aoe4world.com/players/7896747"">Ety</a>","TWC Play-Ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14648508"">Gullyd3ck3l</a>","1556","343","1628","466","960","<a href=""https://aoe4world.com/players/8945737"">Gullyd3ck3l</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14594808"">HOMS | HOMS-.-SENPAI</a>","1530","400","1624","485","261","<a href=""https://aoe4world.com/players/9101896"">HOMS-.-SENPAI</a>","TWC Play-Ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14648719"">fleeze</a>","1544","372","1617","510","700","<a href=""https://aoe4world.com/players/1453662"">fleeze</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14647556"">Ezra123</a>","1539","382","1606","559","959","<a href=""https://aoe4world.com/players/9014000"">Ezra123</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14637160"">Camiknoedel</a>","1470","559","1579","695","554","<a href=""https://aoe4world.com/players/8889417"">Camiknoedel</a>","TWC Play-Ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14618967"">HOMS | Scatterbrained</a>","1480","532","1559","809","370","<a href=""https://aoe4world.com/players/8130680"">Scatterbrained</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14618611"">Bouh'roh</a>","1421","774","1520","1117","645","<a href=""https://aoe4world.com/players/4711473"">Bouh'roh</a>","TWC Play-Ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club/entrant/14649817"">antihero3mio der VIII</a>","1341","2061","1449","1977","718","<a href=""https://aoe4world.com/players/7601016"">antihero3mio der VIII</a>","TWC Play-Ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-54/event/the-warchief-club"">The Warchief Club</a>"
