"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14102055"">RAAVAN</a>","There was 0 matches for the string RAAVAN","There was 0 matches","955","","1","<a href=""https://aoe4world.com/players/6592588"">RAAVAN</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14135020"">LM_Dicynator (Tarlanors)</a>","There was 0 matches for the string LM_Dicynator (Tarlanors)","There was 0 matches","System.Object[]","1","System.Object[]","LM_Dicynator (Tarlanors)","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14135147"">SAS_</a>","There was 50 matches for the string SAS_","There was 50 matches","System.Object[]","1","System.Object[]","SAS_","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14124475"">Knusch</a>","1874","69","1908","74","407","<a href=""https://aoe4world.com/players/3592037"">Knusch</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14131509"">DivineDFP</a>","1991","37","1905","74","1478","<a href=""https://aoe4world.com/players/585764"">DivineDFP</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14113642"">Kaiser Johan</a>","1764","114","1803","135","699","<a href=""https://aoe4world.com/players/2606764"">Kaiser Johan</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14134052"">VES | Dragevann</a>","1716","133","1753","173","640","<a href=""https://aoe4world.com/players/4071458"">Dragevann</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14117996"">PCS VanDerDorf</a>","1733","129","1750","179","920","<a href=""https://aoe4world.com/players/8185877"">PCS VanDerDorf</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14134580"">Muhodo</a>","1510","391","1632","419","174","<a href=""https://aoe4world.com/players/10999320"">Muhodo</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14101097"">HOMS-.-SENPAI</a>","1539","339","1627","433","256","<a href=""https://aoe4world.com/players/9101896"">HOMS-.-SENPAI</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14134771"">Gullyd3ck3l</a>","1469","511","1550","785","913","<a href=""https://aoe4world.com/players/8945737"">Gullyd3ck3l</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14105736"">Bouh'roh</a>","1492","450","1549","789","630","<a href=""https://aoe4world.com/players/4711473"">Bouh'roh</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14123244"">hosein81</a>","1379","1474","1454","1641","306","<a href=""https://aoe4world.com/players/11927895"">hosein81</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14127757"">Steel_commander</a>","1470","509","1446","893","156","<a href=""https://aoe4world.com/players/8989957"">Steel_commander</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club/entrant/14131226"">Scatterbrained</a>","1407","965","1495","1201","366","<a href=""https://aoe4world.com/players/8130680"">Scatterbrained</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-47/event/the-warchief-club"">The Warchief Club</a>"
