"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"SAS_","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club/entrant/13647602"">SAS_</a>","There was 50 matches for the string SAS_","There was 50 matches","System.Object[]","1","System.Object[]","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/2942077"">Valdemar1902</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club/entrant/13679236"">Valdemar1902</a>","2012","13","1995","22","2058","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/585764"">DivineDFP</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club/entrant/13676565"">DivineDFP</a>","1901","25","1917","41","1223","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/2606764"">Kaiser Johan</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club/entrant/13656948"">Kaiser Johan</a>","1780","47","1807","75","533","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/1492832"">bakmogoon</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club/entrant/13670113"">bakmogoon</a>","1613","132","1697","153","747","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/10045489"">Keyrun22</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club/entrant/13649699"">Keyrun22</a>","1577","175","1624","254","695","Saturday Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-42/event/the-warchief-club"">The Warchief Club</a>"
