"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"LM_Dicynator (Tarlanors)","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18568564"">LM_Dicynator (Tarlanors)</a>","There was 0 matches for the string LM_Dicynator (Tarlanors)","There was 0 matches","System.Object[]","1","System.Object[]","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/11628131"">kjj</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18568856"">kjj</a>","1814","58","1876","72","1305","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/8945737"">Gullyd3ck3l</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18561560"">Gullyd3ck3l</a>","1685","132","1766","195","2281","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/570060"">KnockKnock</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18556294"">KnockKnock</a>","1712","113","1753","218","1572","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/1712108"">PSR.Trakor</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18561591"">Trakor</a>","1649","155","1718","277","2191","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/11575115"">coco1666</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18569926"">coco1666</a>",,,"1661","492","93","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/15312804"">Matinjff</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18547660"">Matinjff</a>","1592","245","1648","572","763","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/19729067"">Yonko Sors</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18563103"">Yonko Sors</a>","1514","390","1555","1494","447","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/18504557"">Realt1ger</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18569270"">Realt1ger</a>","1530","350","1553","1537","1493","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/11927895"">hosein81</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18547499"">hosein81</a>","1471","515","1525","2167","827","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/2118113"">Mikadoman</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18568983"">Mikadoman</a>","1403","822","1430","4651","1666","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/4780787"">Synthexor</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18569762"">Synthexor</a>","1329","1372","1411","5243","1073","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/8958699"">frosty</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18547950"">ST | stay frosty</a>",,,"1188","17708","180","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/7757127"">Fucraz</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club/entrant/18548821"">Fucraz</a>","1096","4464","1177","18753","315","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-102/event/the-warchief-club"">The Warchief Club</a>"
