"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"CAT","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12248534"">CAT</a>","There was 50 matches for the string CAT","There was 50 matches","System.Object[]","1","System.Object[]","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"Choom","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12247172"">Holy | Choom</a>","There was 8 matches for the string Choom","There was 8 matches","System.Object[]","1","System.Object[]","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"Chuckfrancis","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12227179"">holy | Chuckfrancis</a>","There was 0 matches for the string Chuckfrancis","There was 0 matches","System.Object[]","1","System.Object[]","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/7920729"">Faye</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12247173"">Faye</a>","There was 0 matches for the string Faye","There was 0 matches","System.Object[]","1","System.Object[]","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"wntdSAS","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12220352"">wntdSAS</a>","There was 0 matches for the string wntdSAS","There was 0 matches","System.Object[]","1","System.Object[]","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/8432378"">Anotand</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12214869"">Anotand</a>","1908","38","1925","33","576","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/585764"">DivineDFP</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12246561"">DivineDFP</a>","1970","27","1903","40","858","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/230361"">CrackedyHere</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12249247"">CrackedyHere</a>","1804","63","1851","55","759","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/7940370"">SortOf</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12233306"">SortOf</a>","1589","183","1799 (from )","74","63","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/3671968"">Matiz</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12247273"">aX | Matiz</a>","1741","83","1786","85","901","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
