"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13027825"">PCS | Choom</a>","1450","444","1557","","61","<a href=""https://aoe4world.com/players/7738202"">Choom</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13028704"">NyanRacingCat</a>","There was 1 matches for the string NyanRacingCat","There was 1 matches","1705","","67","<a href=""https://aoe4world.com/players/6880143"">NyanRacingCat</a>","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13027005"">PCS | LeZouave</a>","There was 3 matches for the string LeZouave","There was 3 matches","System.Object[]","1","System.Object[]","LeZouave","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13026148"">Xoai</a>","There was 0 matches for the string Xo?i","There was 0 matches","System.Object[]","1","System.Object[]","Xo?i","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13027157"">Cavalierr</a>","There was 2 matches for the string Cavalierr","There was 2 matches","System.Object[]","1","System.Object[]","Cavalierr","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13007515"">Knusch</a>","1909","37","1953","30","343","<a href=""https://aoe4world.com/players/3592037"">Knusch</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13025226"">PCS | Chuckfrancis</a>","1674","109","1715","130","957","<a href=""https://aoe4world.com/players/520130"">Chuckfrancis</a>","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13027565"">GiveUAnxiety</a>","1862","47","1888","53","2111","<a href=""https://aoe4world.com/players/3553830"">GiveUAnxiety</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/12998256"">aX | Matiz</a>","1637","137","1716","134","998","<a href=""https://aoe4world.com/players/3671968"">Matiz</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13009037"">Warsp1te</a>","1648","128","1705","140","328","<a href=""https://aoe4world.com/players/5075657"">Warsp1te</a>","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13025634"">coRe</a>","1780","64","1948","29","977","<a href=""https://aoe4world.com/players/7090781"">CoRe</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13029914"">galgtonold</a>","1600","188","1678","167","319","<a href=""https://aoe4world.com/players/4115845"">galgtonold</a>","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13027300"">Myriad</a>","1610","170","1668","183","613","<a href=""https://aoe4world.com/players/769187"">Myriad</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/12992042"">Galorys | LegolaS</a>","1517","295","1580","305","86","<a href=""https://aoe4world.com/players/2105776"">LegolaS</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13027120"">VES | Dragevann</a>","1502","341","1579","344","317","<a href=""https://aoe4world.com/players/4071458"">Dragevann</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13026916"">PCS | SymbioseLegend</a>","1404","858","1564","352","876","<a href=""https://aoe4world.com/players/7046302"">SymbioseLegend</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13025623"">Ezra123</a>","1440","466","1515","514","545","<a href=""https://aoe4world.com/players/9014000"">Ezra123</a>","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/12997399"">Gullyd3ck3l</a>","1443","455","1512","524","641","<a href=""https://aoe4world.com/players/8945737"">Gullyd3ck3l</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/12987523"">bodia</a>","1421","547","1503","554","174","<a href=""https://aoe4world.com/players/1030424"">bodia</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/13025933"">judgin_z</a>","1366","1115","1457","788","564","<a href=""https://aoe4world.com/players/7071050"">judgin_z</a>","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club/entrant/12990419"">WithinTheRuins1989</a>","769","21686","841","18865","952","<a href=""https://aoe4world.com/players/10523764"">WithinTheRuins1989</a>","Top Bracket Finals","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-31/event/the-warchief-club"">The Warchief Club</a>"
