"Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","AOE Name","Bracket","Registered For"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14325804"">NyanRacingCat</a>",,,"1705","","67","<a href=""https://aoe4world.com/players/6880143"">NyanRacingCat</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14367023"">LM_Dicynator (Tarlanors)</a>","There was 0 matches for the string LM_Dicynator (Tarlanors)","There was 0 matches","System.Object[]","1","System.Object[]","LM_Dicynator (Tarlanors)","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14356668"">VES | Dragevann</a>","1716","133","1753","173","640","<a href=""https://aoe4world.com/players/4071458"">Dragevann</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14359582"">PCS VanDerDorf</a>","1733","129","1750","179","920","<a href=""https://aoe4world.com/players/8185877"">PCS VanDerDorf</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14368064"">WhyiSet</a>",,,"1730","198","215","<a href=""https://aoe4world.com/players/8800589"">WhyiSet</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14334153"">bakmogoon</a>","1549","327","1654","356","1316","<a href=""https://aoe4world.com/players/1492832"">bakmogoon</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14317120"">Naheulbeuk</a>","1400","1133","1641","388","104","<a href=""https://aoe4world.com/players/1335313"">Naheulbeuk</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14316530"">HOMS | HOMS-.-SENPAI</a>","1539","338","1627","433","256","<a href=""https://aoe4world.com/players/9101896"">HOMS-.-SENPAI</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14368514"">tutur</a>","1473","498","1555","753","1307","<a href=""https://aoe4world.com/players/9635414"">tutur</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14358462"">Ety</a>","1458","539","1552","775","720","<a href=""https://aoe4world.com/players/7896747"">Ety</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14368019"">Bouh'roh</a>","1492","449","1549","789","630","<a href=""https://aoe4world.com/players/4711473"">Bouh'roh</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club/entrant/14366923"">Arabskiy!TIGER</a>","1484","469","1548","796","504","<a href=""https://aoe4world.com/players/8269666"">Arabskiy!TIGER</a>","The Warchief Club","<a href=""https://www.start.gg/tournament/rising-empire-weeklies-50/event/the-warchief-club"">The Warchief Club</a>"
